id	icecream_van_id	latitude	longitude	velocity	created_at
440615288	6	51.1725573	4.1330219	0	2026-05-01 10:58:00
440615333	6	51.1725164	4.132946	1.1269563436508179	2026-05-01 10:58:02
440628075	6	51.1725114	4.1329199	0.09914109110832214	2026-05-01 11:03:02
440636676	6	51.1725637	4.1330541	0	2026-05-01 11:06:46
440636714	6	51.17252	4.1329801	1.4259581565856934	2026-05-01 11:06:47
440639738	6	51.1724669	4.1328629	0.08489873260259628	2026-05-01 11:08:03
440642019	6	51.1724585	4.1327802	1.0213367938995361	2026-05-01 11:09:02
440642787	6	51.1726918	4.1326395	1.3546720743179321	2026-05-01 11:09:25
440642969	6	51.1723484	4.1326136	1.279213309288025	2026-05-01 11:09:31
440643006	6	51.1723229	4.1325779	1.507253885269165	2026-05-01 11:09:32
440643044	6	51.1723033	4.1325344	1.6303975582122803	2026-05-01 11:09:33
440643082	6	51.1722867	4.1324844	1.7860221862792969	2026-05-01 11:09:34
440643126	6	51.1722689	4.1324252	2.118263006210327	2026-05-01 11:09:35
440643165	6	51.1722509	4.1323575	2.4474921226501465	2026-05-01 11:09:36
440643201	6	51.1722316	4.1322757	2.9894351959228516	2026-05-01 11:09:37
440643237	6	51.1722061	4.1321841	3.57338285446167	2026-05-01 11:09:38
440643279	6	51.1722285	4.1321829	2.587056875228882	2026-05-01 11:09:39
440643315	6	51.1722372	4.1321919	1.8537126779556274	2026-05-01 11:09:40
440643361	6	51.1722411	4.132208	1.2246942520141602	2026-05-01 11:09:41
440643684	6	51.172372	4.1323227	1.0337120294570923	2026-05-01 11:09:49
440643773	6	51.1723896	4.1322823	1.2379436492919922	2026-05-01 11:09:51
440643805	6	51.1723942	4.1322504	1.2794872522354126	2026-05-01 11:09:52
440643851	6	51.1723948	4.1322188	1.2591475248336792	2026-05-01 11:09:53
440643892	6	51.1723901	4.1321772	1.570793628692627	2026-05-01 11:09:54
440643937	6	51.1723819	4.1321316	1.805846095085144	2026-05-01 11:09:55
440643970	6	51.1723734	4.1320922	1.7777923345565796	2026-05-01 11:09:56
440644016	6	51.1723645	4.1320596	1.7107340097427368	2026-05-01 11:09:57
440644050	6	51.1723538	4.1320278	1.7534562349319458	2026-05-01 11:09:58
440644103	6	51.1723409	4.1320127	1.452686071395874	2026-05-01 11:09:59
440644260	6	51.1723583	4.1322118	1.0301299095153809	2026-05-01 11:10:03
440644299	6	51.1723586	4.1322641	1.3529984951019287	2026-05-01 11:10:04
440644340	6	51.172357	4.1323124	1.582082986831665	2026-05-01 11:10:05
440644376	6	51.1723615	4.1323757	1.7071633338928223	2026-05-01 11:10:06
440644503	6	51.1725792	4.1325841	1.071128487586975	2026-05-01 11:10:09
440644536	6	51.1726176	4.1326058	1.3597064018249512	2026-05-01 11:10:10
440644582	6	51.1726612	4.132617	1.5557584762573242	2026-05-01 11:10:11
440644625	6	51.1727051	4.132623	1.1464087963104248	2026-05-01 11:10:12
440644904	6	51.1727549	4.1325559	1.3599988222122192	2026-05-01 11:10:19
440644936	6	51.1727516	4.1325315	1.505833625793457	2026-05-01 11:10:19
440644979	6	51.1727407	4.1324984	2.441612720489502	2026-05-01 11:10:20
440645025	6	51.1727227	4.1324505	2.645341634750366	2026-05-01 11:10:22
